#OBS: UID está desregulado 

Número por área,Área,Complexidade,Tarefa,Condição,Eixo (SAEB),Área.1,Número,UID
21.0,Química,Baixa,A água só existe no estado líquido na Terra,0,Matéria e energia,,,4441
22.0,Química,Baixa,O sal de cozinha é insolúvel em água,0,Matéria e energia,,,4442
23.0,Química,Baixa,"Quando as partículas do ar esquentam, param de se mexer",0,Matéria e energia,,,4443
24.0,Química,Baixa,A água é um péssimo solvente,0,Matéria e energia,,,4444
25.0,Química,Baixa,A eletricidade só existe quando vemos faíscas ou raios,0,Matéria e energia,,,4445
26.0,Química,Baixa,O calor é uma coisa que entra e sai dos corpos como um líquido,0,Matéria e energia,,,4446
27.0,Química,Baixa,A eletricidade vem do movimento dos nêutrons nos fios,0,Matéria e energia,,,4447
28.0,Química,Baixa,Partículas com cargas opostas se repelem,0,Matéria e energia,,,4448
29.0,Química,Baixa,A fusão é a passagemda matéria do estado líquido para o gasoso,0,Matéria e energia,,,4449
30.0,Química,Baixa,O frio é um tipo de energia que entra nos corpos quentes,0,Matéria e energia,,,4450
31.0,Química,Baixa,Misturas heterogênias apresentam uma única  fase,0,Matéria e energia,,,4451
32.0,Química,Baixa," Os gáses têm forma própria, igual a uma pedra",0,Matéria e energia,,,4452
33.0,Química,Baixa,O ferro é um não-metal,0,Matéria e energia,,,4453
34.0,Química,Baixa,Todos os materiais conduzem eletricidade,0,Matéria e energia,,,4454
35.0,Química,Baixa,A água ferve e congela na mesma temperatura,0,Matéria e energia,,,4455
36.0,Química,Baixa,A água é um composto orgânico,0,Matéria e energia,,,4456
37.0,Química,Baixa,Os elétrons são partículas com carga neutra,0,Matéria e energia,,,4457
38.0,Química,Baixa,Os nêutrons são  árticulas com carga positiva,0,Matéria e energia,,,4458
39.0,Química,Baixa,Os prótons são partículas com carga negativa,0,Matéria e energia,,,4459
40.0,Química,Baixa,O oxigênio não é essencial para a combustão,0,Matéria e energia,,,4460
1.0,Biologia,Baixa,As plantas  precisam de luz solar para realizarem a fotossíntese,1,Vida e Evolução,,,4461
2.0,Biologia,Baixa,O sangue humano  em condições saudáveis é vermelho,1,Vida e Evolução,,,4462
3.0,Biologia,Baixa,A respiração celular ocorre dentro das mitocôndrias. ,1,Vida e Evolução,,,4463
4.0,Biologia,Baixa,O ferro é um metal encontrado no sangue humano. ,1,Vida e Evolução,,,4464
5.0,Biologia,Baixa,Todos os répteis são animais de sangue frio. ,1,Vida e Evolução,,,4465
6.0,Biologia,Baixa,Os mamíferos possuem glândulas mamárias,1,Vida e Evolução,,,4466
7.0,Biologia,Baixa,As plantas são seres vivos,1,Vida e Evolução,,,4467
8.0,Biologia,Baixa,"Os seres vivos nascem, crescem e morrem",1,Vida e Evolução,,,4468
9.0,Biologia,Baixa,O DNA carrega as informações genéticas dos seres vivos,1,Vida e Evolução,,,4469
10.0,Biologia,Baixa,Os seres vivos são formados por pequenas unidades chamadas células,1,Vida e Evolução,,,4470
11.0,Biologia,Baixa,A clorofila é o pigmento responsável pela cor verde das plantas,1,Vida e Evolução,,,4471
12.0,Biologia,Baixa,Os fungos se alimentam por absorção de nutrientes do ambiente,1,Vida e Evolução,,,4472
13.0,Biologia,Baixa,A pele é o maior órgão do corpo humano,1,Vida e Evolução,,,4473
14.0,Biologia,Baixa,Alguns animais se alimentam apenas de plantas,1,Vida e Evolução,,,4474
15.0,Biologia,Baixa,Os peixes respiram principalmente por meio de brânquias,1,Vida e Evolução,,,4475
16.0,Biologia,Baixa,Os anticorpos são produzidos pelo sistema imunológico  e ombater invasores,1,Vida e Evolução,,,4476
17.0,Biologia,Baixa,O pâncreas é responsável pela produção  do hormônio chamado insulina,1,Vida e Evolução,,,4477
18.0,Biologia,Baixa,A fotossíntese libera oxigênio como subproduto,1,Vida e Evolução,,,4478
19.0,Biologia,Baixa,A hemoglobina é a proteína do sangue que  transporta de oxigênio,1,Vida e Evolução,,,4479
20.0,Biologia,Baixa,As bactérias podem ser encontradas quase em todos os ambientes da Terra,1,Vida e Evolução,,,4480
21.0,Biologia,Baixa,As plantas absorvem nutrientes diretamente do ar,0,Vida e Evolução,,,4481
22.0,Biologia,Baixa,O coração humano é responsável pela produção de oxigênio,0,Vida e Evolução,,,4482
23.0,Biologia,Baixa,Plantas conseguem andar de um lugar para outro sozinhas,0,Vida e Evolução,,,4483
24.0,Biologia,Baixa,A fotossíntese ocorre nas raízes das plantas,0,Vida e Evolução,,,4484
25.0,Biologia,Baixa,Os insetos respiram pelos pulmões,0,Vida e Evolução,,,4485
26.0,Biologia,Baixa,O cérebro fica guardado dentro do peito,0,Vida e Evolução,,,4486
27.0,Biologia,Baixa,Os mamíferos botam ovos como regra geral,0,Vida e Evolução,,,4487
28.0,Biologia,Baixa,A hemoglobina é encontrada apenas nos músculos,0,Vida e Evolução,,,4488
29.0,Biologia,Baixa,As algas precisam de solo fértil para sobreviver,0,Vida e Evolução,,,4489
30.0,Biologia,Baixa,As células vegetais não possuem mitocôndrias,0,Vida e Evolução,,,4490
31.0,Biologia,Baixa,As células procariontes possuem núcleo definido,0,Vida e Evolução,,,4491
32.0,Biologia,Baixa,As folhas das plantas crescem debaixo da terra,0,Vida e Evolução,,,4492
33.0,Biologia,Baixa,Peixes têm pelos macios igual a um gato,0,Vida e Evolução,,,4493
34.0,Biologia,Baixa,Os pulmões têm como principal função bombear sangue,0,Vida e Evolução,,,4494
35.0,Biologia,Baixa,Pedras e rochas são tipos de animais que não se mexem,0,Vida e Evolução,,,4495
36.0,Biologia,Baixa,Maioria das aves são incapazes de voar,0,Vida e Evolução,,,4496
37.0,Biologia,Baixa,Os seres humanos possuem dois corações,0,Vida e Evolução,,,4497
38.0,Biologia,Baixa,Os ouvidos são utilizados para enxergar coisas,0,Vida e Evolução,,,4498
39.0,Biologia,Baixa,O estômago é responsável pelos pensamentos,0,Vida e Evolução,,,4499
40.0,Biologia,Baixa,Sentimos o gosto das coisas com os dentes,0,Vida e Evolução,,,4500
1.0,Física,Baixa,A Terra tem o formato parecido com uma esfera,1,Terra e universo,,,4501
2.0,Física,Baixa,O Sol é o centro do nosso Sistema Solar,1,Terra e universo,,,4502
3.0,Física,Baixa,A Lua recebe luz do Sol,1,Terra e universo,,,4503
4.0,Física,Baixa,A Terra completa um giro em torno de si mesma em cerca de um dia,1,Terra e universo,,,4504
5.0,Física,Baixa,A sequência de dia e noite acontece porque a Terra gira,1,Terra e universo,,,4505
6.0,Física,Baixa,A Terra se move em volta do Sol,1,Terra e universo,,,4506
7.0,Física,Baixa,Leva um ano para a Terra dar a volta completa no Sol,1,Terra e universo,,,4507
8.0,Física,Baixa,As estrelas que vemos no céu são sóis distantes,1,Terra e universo,,,4508
9.0,Física,Baixa,Os planetas se movem em órbitas ao redor do Sol,1,Terra e universo,,,4509
10.0,Física,Baixa,A gravidade da Terra nos mantém com os pés no chão,1,Terra e universo,,,4510
11.0,Física,Baixa,"O Sistema Solar inclui planetas, luas e o Sol",1,Terra e universo,,,4511
12.0,Física,Baixa,Um eclipse solar acontece quando a Lua fica entre o Sol e a Terra,1,Terra e universo,,,4512
13.0,Física,Baixa,"Durante a noite, é possível ver muitas estrelas no céu escuro",1,Terra e universo,,,4513
14.0,Física,Baixa,A Terra tem um tamanho maior do que a Lua,1,Terra e universo,,,4514
15.0,Física,Baixa,A luz de estrelas muito distantes demoram mais para chegar até nós,1,Terra e universo,,,4515
16.0,Física,Baixa,A Terra tem um campo magnético próprio,1,Terra e universo,,,4516
17.0,Física,Baixa,Existem estrelas de tamanhos e cores diferentes no universo,1,Terra e universo,,,4517
18.0,Física,Baixa,A inclinação da Terra ajuda a causar as estações do ano,1,Terra e universo,,,4518
19.0,Física,Baixa,Nosso Sol faz parte de uma galáxia com muitas estrelas,1,Terra e universo,,,4519
20.0,Física,Baixa,A luz do Sol leva alguns minutos para chegar na Terra,1,Terra e universo,,,4520
21.0,Física,Baixa,O Sol gira em volta da Terra,0,Terra e universo,,,4521
22.0,Física,Baixa,Estrelas cadentes são estrelas se movendo rápido,0,Terra e universo,,,4522
23.0,Física,Baixa,As estrelas estão todas à mesma distância da Terra,0,Terra e universo,,,4523
24.0,Física,Baixa,Os planetas produzem a própria luz,0,Terra e universo,,,4524
25.0,Física,Baixa,Não existe gravidade no vazio do  espaço,0,Terra e universo,,,4525
26.0,Física,Baixa,O Sol e a Lua têm o mesmo tamanho real,0,Terra e universo,,,4526
27.0,Física,Baixa,A Terra se move em linha reta pelo espaço,0,Terra e universo,,,4527
28.0,Física,Baixa,A gravidade só funciona onde tem ar,0,Terra e universo,,,4528
29.0,Física,Baixa,As estrelas são feitas de água,0,Terra e universo,,,4529
30.0,Física,Baixa,Podemos ver buracos negros facilmente no céu,0,Terra e universo,,,4530
31.0,Física,Baixa,Cometas são apenas pedras grandes,0,Terra e universo,,,4531
32.0,Física,Baixa,O céu é azul porque reflete a cor do mar,0,Terra e universo,,,4532
33.0,Física,Baixa,O planeta  Terra é plano,0,Terra e universo,,,4533
34.0,Física,Baixa,A gravidade na Lua é mais forte que na Terra,0,Terra e universo,,,4534
35.0,Física,Baixa,As marés só acontecem por causa do vento,0,Terra e universo,,,4535
36.0,Física,Baixa,A luz viaja devagar no  vazio do espaço,0,Terra e universo,,,4536
37.0,Física,Baixa,Todos os planetas têm ar como a terra,0,Terra e universo,,,4537
38.0,Física,Baixa,Os dias têm a mesma duração em qualquer planeta,0,Terra e universo,,,4538
39.0,Física,Baixa,A superfície da Lua é cheia de rios e árvores,0,Terra e universo,,,4539
40.0,Física,Baixa,Marte é um planeta  de cor azul,0,Terra e universo,,,4540
1.0,Conheciemnto Geral,Baixa,Um ano normalmente é composto por doze meses.,1,,Controle,,4541
2.0,Conheciemnto Geral,Baixa,Cavalos são frequentemente usados para a prática de montaria.,1,,Controle,,4542
3.0,Conheciemnto Geral,Baixa,Cubos de gelo são comumente usados para gelar bebidas.,1,,Controle,,4543
4.0,Conheciemnto Geral,Baixa,Abelhas usam néctar de flores para fazer mel.,1,,Controle,,4544
5.0,Conheciemnto Geral,Baixa,O sol geralmente aparece no céu pela manhã.,1,,Controle,,4545
6.0,Conheciemnto Geral,Baixa,Uma semana é um período que tem sete dias.,1,,Controle,,4546
7.0,Conheciemnto Geral,Baixa,A cor do céu limpo durante o dia é azul.,1,,Controle,,4547
8.0,Conheciemnto Geral,Baixa,Gatos domésticos miam para interagir com pessoas.,1,,Controle,,4548
9.0,Conheciemnto Geral,Baixa,Anéis de casamento são frequentemente feitos de ouro puro.,1,,Controle,,4549
10.0,Conheciemnto Geral,Baixa,O Natal é uma festa comemorada no mês de dezembro.,1,,Controle,,4550
11.0,Conheciemnto Geral,Baixa,Muitos pássaros usam as suas asas para poder voar.,1,,Controle,,4551
12.0,Conheciemnto Geral,Baixa,O açúcar é conhecido por ter um sabor doce.,1,,Controle,,4552
13.0,Conheciemnto Geral,Baixa,O inverno é uma estação do ano geralmente fria.,1,,Controle,,4553
14.0,Conheciemnto Geral,Baixa,Elefantes são conhecidos como animais terrestres muito grandes.,1,,Controle,,4554
15.0,Conheciemnto Geral,Baixa,A madeira utilizada em móveis geralmente vem de árvores.,1,,Controle,,4555
16.0,Conheciemnto Geral,Baixa,Peixes são animais aquáticos que geralmente vivem na água.,1,,Controle,,4556
17.0,Conheciemnto Geral,Baixa,Diamantes lapidados são considerados pedras muito preciosas.,1,,Controle,,4557
18.0,Conheciemnto Geral,Baixa,A Páscoa é uma data que envolve ovos de chocolate.,1,,Controle,,4558
19.0,Conheciemnto Geral,Baixa,O leão é popularmente conhecido como o rei da selva.,1,,Controle,,4559
20.0,Conheciemnto Geral,Baixa,O vidro comum das janelas é geralmente transparente.,1,,Controle,,4560
21.0,Conheciemnto Geral,Baixa,O Dia das Mães é uma tradicional celebração familiar.,1,,Controle,,4561
22.0,Conheciemnto Geral,Baixa,Muitas espécies de macacos vivem no alto das árvores.,1,,Controle,,4562
23.0,Conheciemnto Geral,Baixa,O sal de cozinha tem um sabor caracteristicamente salgado.,1,,Controle,,4563
24.0,Conheciemnto Geral,Baixa,O outono é a estação do ano após o verão.,1,,Controle,,4564
25.0,Conheciemnto Geral,Baixa,Pinguins são aves adaptadas para viver em regiões geladas.,1,,Controle,,4565
26.0,Conheciemnto Geral,Baixa,A borracha natural é um material que vem da seringueira.,1,,Controle,,4566
27.0,Conheciemnto Geral,Baixa,O Ano Novo é uma celebração realizada em janeiro.,1,,Controle,,4567
28.0,Conheciemnto Geral,Baixa,Cobras se movem pelo chão rastejando rapidamente.,1,,Controle,,4568
29.0,Conheciemnto Geral,Baixa,A Terra é o planeta conhecido como o lugar onde vivemos.,1,,Controle,,4569
30.0,Conheciemnto Geral,Baixa,Coelhos são animais que gostam de comer cenouras.,1,,Controle,,4570
31.0,Conheciemnto Geral,Baixa,Golfinhos emitem diferentes sons para poder se comunicar.,1,,Controle,,4571
32.0,Conheciemnto Geral,Baixa,O vinagre comum é bastante usado para temperar saladas.,1,,Controle,,4572
33.0,Conheciemnto Geral,Baixa,A primavera é a estação do ano antes do verão.,1,,Controle,,4573
34.0,Conheciemnto Geral,Baixa,Ursos selvagens vivem em regiões de florestas e montanhas.,1,,Controle,,4574
35.0,Conheciemnto Geral,Baixa,Formigas operárias costumam andar organizadas em fileiras.,1,,Controle,,4575
36.0,Conheciemnto Geral,Baixa,O Halloween é uma festa popular celebrada em outubro.,1,,Controle,,4576
37.0,Conheciemnto Geral,Baixa,Sapos emitem um som característico chamado coaxar.,1,,Controle,,4577
38.0,Conheciemnto Geral,Baixa,Tigres são felinos que possuem listras escuras na pelagem.,1,,Controle,,4578
39.0,Conheciemnto Geral,Baixa,A África é reconhecida como um extenso continente.,1,,Controle,,4579
40.0,Conheciemnto Geral,Baixa,Zebras são animais conhecidos por terem listras pretas e brancas.,1,,Controle,,4580
41.0,Conheciemnto Geral,Baixa,O verão é uma estação do ano tipicamente quente.,1,,Controle,,4581
42.0,Conheciemnto Geral,Baixa,Lobos são animais que costumam viver em matilhas.,1,,Controle,,4582
43.0,Conheciemnto Geral,Baixa,A lã usada em roupas quentes vem de ovelhas.,1,,Controle,,4583
44.0,Conheciemnto Geral,Baixa,O Dia do Trabalho é um feriado celebrado em maio.,1,,Controle,,4584
45.0,Conheciemnto Geral,Baixa,Corujas são aves conhecidas por suas atividades noturnas.,1,,Controle,,4585
46.0,Conheciemnto Geral,Baixa,O papel usado pode ser coletado e depois reciclado.,1,,Controle,,4586
47.0,Conheciemnto Geral,Baixa,Aniversários são datas consideradas celebrações muito pessoais.,1,,Controle,,4587
48.0,Conheciemnto Geral,Baixa,O chocolate tradicional é um doce que vem do cacau.,1,,Controle,,4588
49.0,Conheciemnto Geral,Baixa,Feriados nacionais são geralmente estabelecidos como dias de folga.,1,,Controle,,4589
50.0,Conheciemnto Geral,Baixa,Esquilos são roedores que costumam guardar nozes para o inverno.,1,,Controle,,4590
51.0,Conheciemnto Geral,Baixa,Focas são animais que vivem em regiões polares e costeiras.,1,,Controle,,4591
52.0,Conheciemnto Geral,Baixa,Existem muitos países diferentes espalhados pela superfície da Terra.,1,,Controle,,4592
53.0,Conheciemnto Geral,Baixa,O pão caseiro é geralmente feito utilizando farinha de trigo.,1,,Controle,,4593
54.0,Conheciemnto Geral,Baixa,Cachorros costumam latir para se comunicar ou alertar.,1,,Controle,,4594
55.0,Conheciemnto Geral,Baixa,O ouro puro encontrado na natureza tem cor amarela.,1,,Controle,,4595
56.0,Conheciemnto Geral,Baixa,Muitos golfinhos vivem agrupados em oceanos e mares.,1,,Controle,,4596
57.0,Conheciemnto Geral,Baixa,Gatos demonstram contentamento quando começam a ronronar.,1,,Controle,,4597
58.0,Conheciemnto Geral,Baixa,O carvão mineral é uma rocha de cor preta.,1,,Controle,,4598
59.0,Conheciemnto Geral,Baixa,Cobras passam por um processo de troca de pele.,1,,Controle,,4599
60.0,Conheciemnto Geral,Baixa,Zebras selvagens vivem em grandes planícies chamadas savanas.,1,,Controle,,4600
61.0,Conheciemnto Geral,Baixa,Limões frescos geralmente têm um sabor bastante azedo.,1,,Controle,,4601
62.0,Conheciemnto Geral,Baixa,A primavera é a estação que vem depois do inverno.,1,,Controle,,4602
63.0,Conheciemnto Geral,Baixa,Alguns ursos hibernam durante os meses frios do inverno.,1,,Controle,,4603
64.0,Conheciemnto Geral,Baixa,O algodão natural é conhecido por ser muito macio.,1,,Controle,,4604
65.0,Conheciemnto Geral,Baixa,Aniversários são frequentemente comemorados com um bolo festivo.,1,,Controle,,4605
66.0,Conheciemnto Geral,Baixa,O plástico aquecido pode ser facilmente moldado em formas.,1,,Controle,,4606
67.0,Conheciemnto Geral,Baixa,Gorilas são primatas conhecidos por serem bastante fortes.,1,,Controle,,4607
68.0,Conheciemnto Geral,Baixa,Museus de história geralmente exibem artefatos antigos e valiosos.,1,,Controle,,4608
69.0,Conheciemnto Geral,Baixa,Esquilos são ágeis e costumam subir em árvores rapidamente.,1,,Controle,,4609
70.0,Conheciemnto Geral,Baixa,Leões emitem um som alto e forte chamado rugido.,1,,Controle,,4610
71.0,Conheciemnto Geral,Baixa,Patos são aves aquáticas que sabem nadar muito bem.,1,,Controle,,4611
72.0,Conheciemnto Geral,Baixa,Formigas são conhecidas por serem insetos muito trabalhadores.,1,,Controle,,4612
73.0,Conheciemnto Geral,Baixa,A maioria dos cachorros possui quatro patas para locomoção.,1,,Controle,,4613
74.0,Conheciemnto Geral,Baixa,A maioria das espécies de aves põe ovos em ninhos.,1,,Controle,,4614
75.0,Conheciemnto Geral,Baixa,As flores coloridas geralmente possuem pétalas delicadas.,1,,Controle,,4615
76.0,Conheciemnto Geral,Baixa,As árvores se fixam no solo através de suas raízes.,1,,Controle,,4616
77.0,Conheciemnto Geral,Baixa,Borboletas adultas são insetos que podem voar longas distâncias.,1,,Controle,,4617
78.0,Conheciemnto Geral,Baixa,Coelhos domésticos possuem orelhas compridas e muito sensíveis.,1,,Controle,,4618
79.0,Conheciemnto Geral,Baixa,Ovelhas são animais criados por sua lã peluda.,1,,Controle,,4619
80.0,Conheciemnto Geral,Baixa,Muitos passarinhos constroem ninhos para proteger seus filhotes.,1,,Controle,,4620
81.0,Conheciemnto Geral,Baixa,Vacas leiteiras são criadas para produzir o leite consumido.,1,,Controle,,4621
82.0,Conheciemnto Geral,Baixa,Cenouras são raízes comestíveis consideradas como vegetais comuns.,1,,Controle,,4622
83.0,Conheciemnto Geral,Baixa,Golfinhos são mamíferos marinhos conhecidos por serem inteligentes.,1,,Controle,,4623
84.0,Conheciemnto Geral,Baixa,Minhocas são animais que geralmente vivem embaixo do solo.,1,,Controle,,4624
85.0,Conheciemnto Geral,Baixa,Girafas são animais facilmente reconhecidas por seus pescoços longos.,1,,Controle,,4625
86.0,Conheciemnto Geral,Baixa,O trigo moído é o principal ingrediente para fazer pão.,1,,Controle,,4626
87.0,Conheciemnto Geral,Baixa,Muitas espécies de aranha são capazes de tecer uma teia.,1,,Controle,,4627
88.0,Conheciemnto Geral,Baixa,Gafanhotos são insetos conhecidos por seus grandes saltos.,1,,Controle,,4628
89.0,Conheciemnto Geral,Baixa,Morcegos são mamíferos voadores com hábitos geralmente noturnos.,1,,Controle,,4629
90.0,Conheciemnto Geral,Baixa,O fogo aceso produz luz e é muito quente.,1,,Controle,,4630
91.0,Conheciemnto Geral,Baixa,Chá é uma bebida que pode ser servida quente ou fria.,1,,Controle,,4631
92.0,Conheciemnto Geral,Baixa,O ar que respiramos é normalmente invisível aos nossos olhos.,1,,Controle,,4632
93.0,Conheciemnto Geral,Baixa,Refrigerante em garrafa geralmente borbulha bastante quando aberto.,1,,Controle,,4633
94.0,Conheciemnto Geral,Baixa,Canetas esferográficas são comumente usadas para escrever em papel.,1,,Controle,,4634
95.0,Conheciemnto Geral,Baixa,Tesouras escolares são usadas para cortar papel e cartolina.,1,,Controle,,4635
96.0,Conheciemnto Geral,Baixa,Blocos de gelo retirados do congelador são muito frios.,1,,Controle,,4636
97.0,Conheciemnto Geral,Baixa,"O vidro comum quebra facilmente, por isso é frágil.",1,,Controle,,4637
98.0,Conheciemnto Geral,Baixa,Uma cadeira é um móvel que serve para sentar.,1,,Controle,,4638
99.0,Conheciemnto Geral,Baixa,Copos de vidro ou plástico são usados para beber líquidos.,1,,Controle,,4639
100.0,Conheciemnto Geral,Baixa,Livros impressos contêm muitas páginas com textos ou imagens.,1,,Controle,,4640
101.0,Conheciemnto Geral,Baixa,Escadas fixas ou móveis servem para subir a lugares altos.,1,,Controle,,4641
102.0,Conheciemnto Geral,Baixa,Sabão em contato com a água geralmente produz espuma.,1,,Controle,,4642
103.0,Conheciemnto Geral,Baixa,Pneus de carro ou bicicleta são feitos de borracha resistente.,1,,Controle,,4643
104.0,Conheciemnto Geral,Baixa,Janelas de vidro são geralmente bastante transparentes à luz.,1,,Controle,,4644
105.0,Conheciemnto Geral,Baixa,Moedas de metal são usadas como forma de dinheiro.,1,,Controle,,4645
106.0,Conheciemnto Geral,Baixa,Luvas de tecido ou couro são usadas para proteger as mãos.,1,,Controle,,4646
107.0,Conheciemnto Geral,Baixa,Balões cheios de hélio podem flutuar no ar por um tempo.,1,,Controle,,4647
108.0,Conheciemnto Geral,Baixa,Chaveiros são pequenos objetos usados para segurar um conjunto de chaves.,1,,Controle,,4648
109.0,Conheciemnto Geral,Baixa,Espelhos planos e limpos refletem imagens com bastante nitidez.,1,,Controle,,4649
110.0,Conheciemnto Geral,Baixa,As pessoas precisam comer alimentos para poderem viver bem.,1,,Controle,,4650
111.0,Conheciemnto Geral,Baixa,O período do dia sempre vem antes do período da noite.,1,,Controle,,4651
112.0,Conheciemnto Geral,Baixa,"A noite, na ausência de luz artificial, é geralmente escura.",1,,Controle,,4652
113.0,Conheciemnto Geral,Baixa,As pessoas costumam dormir durante a noite para descansar.,1,,Controle,,4653
114.0,Conheciemnto Geral,Baixa,A maioria das pessoas em sociedade usa algum tipo de roupa.,1,,Controle,,4654
115.0,Conheciemnto Geral,Baixa,A chuva é formada por gotas de água que caem do céu.,1,,Controle,,4655
116.0,Conheciemnto Geral,Baixa,O vento forte pode balançar as árvores e levantar poeira.,1,,Controle,,4656
117.0,Conheciemnto Geral,Baixa,A voz humana é capaz de produzir uma variedade de sons.,1,,Controle,,4657
118.0,Conheciemnto Geral,Baixa,Bebês pequenos frequentemente choram para expressar suas necessidades.,1,,Controle,,4658
119.0,Conheciemnto Geral,Baixa,Crianças pequenas geralmente gostam muito de brincar juntas.,1,,Controle,,4659
120.0,Conheciemnto Geral,Baixa,Muitos adultos em idade ativa trabalham em diversas profissões.,1,,Controle,,4660
121.0,Conheciemnto Geral,Baixa,As estrelas distantes geralmente aparecem visíveis no céu à noite.,1,,Controle,,4661
122.0,Conheciemnto Geral,Baixa,A Lua é um astro que brilha no céu noturno.,1,,Controle,,4662
123.0,Conheciemnto Geral,Baixa,A fumaça de uma fogueira costuma subir em direção ao céu.,1,,Controle,,4663
124.0,Conheciemnto Geral,Baixa,O barulho excessivo em cidades pode ser bastante alto.,1,,Controle,,4664
125.0,Conheciemnto Geral,Baixa,Silêncio completo é a total ausência de qualquer som.,1,,Controle,,4665
126.0,Conheciemnto Geral,Baixa,"Para caminhar, as pessoas utilizam principalmente as suas pernas.",1,,Controle,,4666
127.0,Conheciemnto Geral,Baixa,Correr é uma forma de movimento geralmente mais rápida.,1,,Controle,,4667
128.0,Conheciemnto Geral,Baixa,Um sorriso espontâneo geralmente expressa um sentimento de alegria.,1,,Controle,,4668
129.0,Conheciemnto Geral,Baixa,As lágrimas que saem dos olhos têm sabor salgado.,1,,Controle,,4669
130.0,Conheciemnto Geral,Baixa,As férias escolares são um período esperado de descanso.,1,,Controle,,4670
131.0,Conheciemnto Geral,Baixa,Os fins de semana no Brasil geralmente têm dois dias.,1,,Controle,,4671
132.0,Conheciemnto Geral,Baixa,"O dia completo, incluindo noite, normalmente tem 24 horas.",1,,Controle,,4672
133.0,Conheciemnto Geral,Baixa,O relógio é um instrumento utilizado para marcar as horas.,1,,Controle,,4673
134.0,Conheciemnto Geral,Baixa,Anos bissextos ocorrem a cada quatro anos e têm um dia a mais.,1,,Controle,,4674
135.0,Conheciemnto Geral,Baixa,As quatro estações do ano se sucedem de forma cíclica.,1,,Controle,,4675
136.0,Conheciemnto Geral,Baixa,O presente é o tempo que está acontecendo neste agora.,1,,Controle,,4676
137.0,Conheciemnto Geral,Baixa,O passado é o tempo que já aconteceu e não volta.,1,,Controle,,4677
138.0,Conheciemnto Geral,Baixa,O futuro é o tempo que ainda vai acontecer adiante.,1,,Controle,,4678
139.0,Conheciemnto Geral,Baixa,Amanhã será o dia que vem logo depois de hoje.,1,,Controle,,4679
140.0,Conheciemnto Geral,Baixa,Ontem foi o dia que veio imediatamente antes de hoje.,1,,Controle,,4680
141.0,Conheciemnto Geral,Baixa,O Brasil é um país localizado na América do Sul.,1,,Controle,,4681
142.0,Conheciemnto Geral,Baixa,A capital de um país é geralmente uma cidade importante.,1,,Controle,,4682
143.0,Conheciemnto Geral,Baixa,Oceanos imensos cobrem a maior parte da superfície da Terra.,1,,Controle,,4683
144.0,Conheciemnto Geral,Baixa,Aeroportos são grandes locais que servem para pouso de aviões.,1,,Controle,,4684
145.0,Conheciemnto Geral,Baixa,Restaurantes são estabelecimentos comerciais que servem variadas comidas.,1,,Controle,,4685
146.0,Conheciemnto Geral,Baixa,Hospitais bem equipados tratam de pessoas doentes ou feridas.,1,,Controle,,4686
147.0,Conheciemnto Geral,Baixa,Escolas são instituições de ensino que educam crianças e jovens.,1,,Controle,,4687
148.0,Conheciemnto Geral,Baixa,Livrarias são lojas especializadas que vendem diferentes tipos de livros.,1,,Controle,,4688
149.0,Conheciemnto Geral,Baixa,Ruas e avenidas são vias usadas para o transporte de veículos.,1,,Controle,,4689
150.0,Conheciemnto Geral,Baixa,Sapos são animais que conseguem pular distâncias bem grandes.,1,,Controle,,4690
151.0,Conheciemnto Geral,Baixa,Cães são animais conhecidos por botarem ovos coloridos.,0,,Controle,,4691
152.0,Conheciemnto Geral,Baixa,O papel usado em livros é geralmente feito de metal.,0,,Controle,,4692
153.0,Conheciemnto Geral,Baixa,O Natal é uma festa celebrada para marcar o fim do verão.,0,,Controle,,4693
154.0,Conheciemnto Geral,Baixa,Todos os tipos de pássaros são completamente incapazes de voar.,0,,Controle,,4694
155.0,Conheciemnto Geral,Baixa,As abelhas são insetos conhecidos por produzir fios de seda.,0,,Controle,,4695
156.0,Conheciemnto Geral,Baixa,Cavalos em fazendas fazem o som característico de mugir.,0,,Controle,,4696
157.0,Conheciemnto Geral,Baixa,"O Ano Novo é uma festa comemorada no meio do ano, em julho.",0,,Controle,,4697
158.0,Conheciemnto Geral,Baixa,Tubarões são considerados animais terrestres que vivem em árvores.,0,,Controle,,4698
159.0,Conheciemnto Geral,Baixa,O algodão usado em roupas geralmente vem de animais peludos.,0,,Controle,,4699
160.0,Conheciemnto Geral,Baixa,A Páscoa é uma celebração que envolve o uso de fantasias assustadoras.,0,,Controle,,4700
161.0,Conheciemnto Geral,Baixa,Elefantes são grandes animais conhecidos pela sua capacidade de voar.,0,,Controle,,4701
162.0,Conheciemnto Geral,Baixa,O vidro utilizado em janelas é geralmente um material opaco.,0,,Controle,,4702
163.0,Conheciemnto Geral,Baixa,O Dia das Mães é uma data comemorada sempre no final do ano.,0,,Controle,,4703
164.0,Conheciemnto Geral,Baixa,Macacos são animais que costumam viver no fundo do mar.,0,,Controle,,4704
165.0,Conheciemnto Geral,Baixa,O sal de cozinha é conhecido por ter um sabor muito doce.,0,,Controle,,4705
166.0,Conheciemnto Geral,Baixa,O outono é a estação do ano que vem antes do verão.,0,,Controle,,4706
167.0,Conheciemnto Geral,Baixa,Pinguins são aves que preferem viver em desertos muito quentes.,0,,Controle,,4707
